,num_airplane,sref,velocity,alpha
12914,4,0.5,230,20
10767,3,1.0,220,10
1135,1,0.5,160,-18
1691,1,1.0,15,2
13169,4,0.5,205,-16
11438,3,1.5,325,8
7799,2,1.5,330,-4
3687,1,1.5,245,4
11021,3,1.5,190,14
415,1,0.5,135,12
3850,1,1.5,85,-6
4123,2,0.5,150,-6
7412,2,1.5,20,20
3791,1,1.5,115,2
15624,4,1.5,130,-20
12915,4,0.5,235,-20
11933,3,1.5,200,-10
15488,4,1.5,100,2
6786,2,1.0,140,-14
14435,4,1.0,35,-4
4806,2,0.5,315,16
13547,4,0.5,145,-16
208,1,0.5,75,18
11125,3,1.5,60,12
16216,4,1.5,165,-12
12119,3,1.5,155,-16
10292,3,1.0,120,-16
2728,1,1.0,325,18
3020,1,1.5,160,14
7306,2,1.5,140,18
14643,4,1.0,100,-8
10365,3,1.0,160,4
4880,2,0.5,35,-4
11009,3,1.5,130,-10
4040,1,1.5,60,-4
11274,3,1.5,155,16
9733,3,1.0,250,0
9248,3,0.5,100,-4
6734,2,1.0,205,8
7052,2,1.5,170,14
4214,2,0.5,280,8
4100,2,0.5,35,-10
13672,4,1.0,120,-18
7685,2,1.5,85,20
3517,1,1.5,45,0
7465,2,1.5,285,0
3122,1,1.5,20,8
69,1,0.5,30,-8
12293,4,0.5,50,-4
2131,1,1.0,265,0
13114,4,0.5,255,0
4573,2,0.5,125,12
13743,4,1.0,150,-2
4577,2,0.5,145,20
12823,4,0.5,100,6
13774,4,1.0,305,18
12688,4,0.5,75,-12
13120,4,0.5,285,12
7592,2,1.5,270,2
13121,4,0.5,290,14
2459,1,1.0,280,-16
15929,4,1.5,30,2
4701,2,0.5,115,16
6929,2,1.5,205,20
5288,2,0.5,125,14
11371,3,1.5,315,0
12960,4,0.5,135,-14
15355,4,1.5,85,-12
5824,2,1.0,205,-6
1307,1,0.5,45,-10
5276,2,0.5,65,-10
1171,1,0.5,15,12
2836,1,1.5,215,-18
393,1,0.5,25,10
16369,4,1.5,280,0
6612,2,1.0,245,16
5679,2,1.0,130,-2
4875,2,0.5,10,-14
8343,3,0.5,125,-8
1377,1,1.0,70,4
6233,2,1.0,300,14
4453,2,0.5,175,-18
964,1,0.5,280,18
7862,2,1.5,320,-4
493,1,0.5,200,0
4617,2,0.5,20,16
9977,3,1.0,170,-16
4660,2,0.5,235,18
10164,3,1.0,130,-20
15701,4,1.5,190,8
14241,4,1.0,40,-14
15987,4,1.5,320,-8
6926,2,1.5,190,14
6843,2,1.5,100,16
14778,4,1.0,125,10
13533,4,0.5,75,-2
2674,1,1.0,55,-6
10366,3,1.0,165,6
9510,3,0.5,110,16
482,1,0.5,145,20
2574,1,1.0,205,4
8822,3,0.5,245,-16
3682,1,1.5,220,-6
7428,2,1.5,100,10
2166,1,1.0,115,-14
14053,4,1.0,75,-12
15291,4,1.5,90,-14
8762,3,0.5,270,-10
9379,3,0.5,105,6
14678,4,1.0,275,20
7065,2,1.5,235,-2
5916,2,1.0,15,10
12755,4,0.5,85,-4
15235,4,1.5,135,0
7580,2,1.5,210,20
8816,3,0.5,215,14
13865,4,1.0,110,-10
15052,4,1.5,195,12
14163,4,1.0,300,-2
12314,4,0.5,155,-4
15966,4,1.5,215,-8
5364,2,0.5,180,-2
11570,3,1.5,10,20
15623,4,1.5,125,20
11491,3,1.5,265,-12
9763,3,1.0,75,18
4845,2,0.5,185,10
10338,3,1.0,25,-8
9476,3,0.5,265,-10
3613,1,1.5,200,-18
14088,4,1.0,250,16
3252,1,1.5,20,16
15384,4,1.5,230,4
8723,3,0.5,75,-4
2409,1,1.0,30,10
2462,1,1.0,295,-10
3621,1,1.5,240,-2
16293,4,1.5,225,16
10598,3,1.0,25,8
15019,4,1.5,30,-12
14845,4,1.0,135,18
3220,1,1.5,185,-6
6958,2,1.5,25,-6
11554,3,1.5,255,-12
14220,4,1.0,260,-14
10761,3,1.0,190,-2
10726,3,1.0,15,12
11786,3,1.5,115,-10
1748,1,1.0,300,-10
3530,1,1.5,110,-16
16155,4,1.5,185,-8
12225,3,1.5,35,-14
10247,3,1.0,220,20
13575,4,0.5,285,-2
8598,3,0.5,100,-2
14716,4,1.0,140,12
3985,1,1.5,110,12
4149,2,0.5,280,4
13381,4,0.5,290,-12
15705,4,1.5,210,16
2355,1,1.0,85,-14
9664,3,1.0,230,-12
14798,4,1.0,225,8
10566,3,1.0,190,-14
5316,2,0.5,265,-14
14475,4,1.0,235,-8
3647,1,1.5,45,8
1202,1,0.5,170,-10
7433,2,1.5,125,20
4831,2,0.5,115,-18
13940,4,1.0,160,14
7537,2,1.5,320,18
845,1,0.5,10,-10
156,1,0.5,140,-2
13497,4,0.5,220,10
7244,2,1.5,155,20
10797,3,1.0,45,-14
15412,4,1.5,45,18
8271,3,0.5,90,16
10166,3,1.0,140,-16
2643,1,1.0,225,16
978,1,0.5,25,4
12790,4,0.5,260,-18
2998,1,1.5,50,12
8789,3,0.5,80,2
15294,4,1.5,105,-8
14698,4,1.0,50,18
15516,4,1.5,240,16
408,1,0.5,100,-2
1146,1,0.5,215,4
6080,2,1.0,185,2
12455,4,0.5,210,-16
6394,2,1.0,130,0
7099,2,1.5,80,-18
9514,3,0.5,130,-18
2516,1,1.0,240,14
14629,4,1.0,30,6
5067,2,0.5,320,-8
2997,1,1.5,45,10
12713,4,0.5,200,-4
14969,4,1.0,105,14
6862,2,1.5,195,12
4967,2,0.5,145,2
13602,4,0.5,95,10
10331,3,1.0,315,20
2183,1,1.0,200,20
4746,2,0.5,15,-20
8490,3,0.5,210,-8
12423,4,0.5,50,4
4418,2,0.5,325,-4
12169,3,1.5,80,0
9990,3,1.0,235,10
7888,2,1.5,125,6
1263,1,0.5,150,-14
10718,3,1.0,300,-4
14386,4,1.0,115,-18
2040,1,1.0,135,-14
453,1,0.5,325,4
2679,1,1.0,80,4
13393,4,0.5,25,12
657,1,0.5,45,-8
14059,4,1.0,105,0
4237,2,0.5,70,12
5521,2,1.0,315,18
15369,4,1.5,155,16
13314,4,0.5,280,-20
15859,4,1.5,330,-12
12449,4,0.5,180,14
2067,1,1.0,270,-2
3195,1,1.5,60,-14
12940,4,0.5,35,-12
11856,3,1.5,140,4
14757,4,1.0,20,10
7931,2,1.5,15,8
80,1,0.5,85,14
12443,4,0.5,150,2
3393,1,1.5,75,4
11833,3,1.5,25,0
305,1,0.5,235,2
3192,1,1.5,45,-20
52,1,0.5,270,0
12570,4,0.5,135,4
12513,4,0.5,175,16
4770,2,0.5,135,-14
13835,4,1.0,285,14
4413,2,0.5,300,-14
4349,2,0.5,305,-16
1865,1,1.0,235,14
10130,3,1.0,285,-4
13649,4,0.5,330,20
11545,3,1.5,210,12
11710,3,1.5,60,6
15815,4,1.5,110,-16
2282,1,1.0,45,8
7455,2,1.5,235,-20
8766,3,0.5,290,-2
14022,4,1.0,245,10
2283,1,1.0,50,10
8118,2,1.5,300,4
9111,3,0.5,65,16
14154,4,1.0,255,-20
932,1,0.5,120,-4
1259,1,0.5,130,20
5135,2,0.5,10,2
13398,4,0.5,50,-20
2103,1,1.0,125,-14
13638,4,0.5,275,-2
14773,4,1.0,100,0
4192,2,0.5,170,6
13653,4,1.0,25,-14
10146,3,1.0,40,-14
4783,2,0.5,200,12
13322,4,0.5,320,-4
167,1,0.5,195,20
4631,2,0.5,90,2
15602,4,1.5,20,20
14503,4,1.0,50,6
14656,4,1.0,165,18
14510,4,1.0,85,20
8394,3,0.5,55,10
310,1,0.5,260,12
7014,2,1.5,305,-20
8203,3,0.5,75,6
12926,4,0.5,290,2
5591,2,1.0,15,-10
13572,4,0.5,270,-8
12044,3,1.5,105,2
2861,1,1.5,15,-10
14724,4,1.0,180,-14
14983,4,1.0,175,0
5870,2,1.0,110,2
12551,4,0.5,40,8
4714,2,0.5,180,0
6189,2,1.0,80,10
11758,3,1.5,300,18
10113,3,1.0,200,4
14754,4,1.0,330,4
15958,4,1.5,175,18
6580,2,1.0,85,-6
1535,1,1.0,210,-16
10763,3,1.0,200,2
13075,4,0.5,60,6
16116,4,1.5,315,-2
9910,3,1.0,160,18
11420,3,1.5,235,14
772,1,0.5,295,12
632,1,0.5,245,-16
14730,4,1.0,210,-2
12783,4,0.5,225,10
6468,2,1.0,175,-20
14674,4,1.0,255,12
14746,4,1.0,290,-12
10593,3,1.0,325,-2
13846,4,1.0,15,-6
3288,1,1.5,200,4
13721,4,1.0,40,-4
5978,2,1.0,325,8
16237,4,1.5,270,-12
812,1,0.5,170,8
11868,3,1.5,200,-14
13308,4,0.5,250,10
879,1,0.5,180,16
8708,3,0.5,325,8
6294,2,1.0,280,10
8313,3,0.5,300,16
12612,4,0.5,20,4
11089,3,1.5,205,-18
11782,3,1.5,95,-18
10155,3,1.0,85,4
14735,4,1.0,235,8
13552,4,0.5,170,-6
3869,1,1.5,180,-10
9196,3,0.5,165,18
3440,1,1.5,310,14
12772,4,0.5,170,-12
15025,4,1.5,60,0
1412,1,1.0,245,-10
12331,4,0.5,240,-12
6642,2,1.0,70,-8
15899,4,1.5,205,-16
4394,2,0.5,205,-10
10079,3,1.0,30,20
4132,2,0.5,195,12
12694,4,0.5,105,0
8898,3,0.5,300,10
1951,1,1.0,15,18
15243,4,1.5,175,16
8929,3,0.5,130,-12
4692,2,0.5,70,-2
15121,4,1.5,215,-18
13351,4,0.5,140,12
3135,1,1.5,85,-8
5960,2,1.0,235,14
6186,2,1.0,65,4
4065,1,1.5,185,4
7522,2,1.5,245,-12
12622,4,0.5,70,-18
7959,2,1.5,155,-20
1784,1,1.0,155,20
12602,4,0.5,295,-16
11194,3,1.5,80,-18
14893,4,1.0,50,-12
9303,3,0.5,50,-20
261,1,0.5,15,-2
8747,3,0.5,195,2
4742,2,0.5,320,14
11822,3,1.5,295,20
7278,2,1.5,325,4
5460,2,1.0,10,-20
10706,3,1.0,240,14
15145,4,1.5,10,-12
1927,1,1.0,220,12
16205,4,1.5,110,8
15227,4,1.5,95,-16
7894,2,1.5,155,18
8988,3,0.5,100,-20
9686,3,1.0,15,-10
11705,3,1.5,35,-4
2708,1,1.0,225,20
7337,2,1.5,295,-4
6378,2,1.0,50,10
2303,1,1.0,150,8
11722,3,1.5,120,-12
16348,4,1.5,175,0
7147,2,1.5,320,-6
2699,1,1.0,180,2
1308,1,0.5,50,-8
4442,2,0.5,120,2
5404,2,0.5,55,-6
3489,1,1.5,230,-14
16279,4,1.5,155,-12
2937,1,1.5,70,16
10824,3,1.0,180,-2
5630,2,1.0,210,-16
3586,1,1.5,65,12
8373,3,0.5,275,10
8839,3,0.5,330,18
5400,2,0.5,35,-14
12038,3,1.5,75,-10
7718,2,1.5,250,2
10378,3,1.0,225,-12
1490,1,1.0,310,20
14695,4,1.0,35,12
14417,4,1.0,270,2
4554,2,0.5,30,16
3636,1,1.5,315,-14
6365,2,1.0,310,-16
11092,3,1.5,220,-12
1557,1,1.0,320,-14
7699,2,1.5,155,6
2637,1,1.0,195,4
501,1,0.5,240,16
11301,3,1.5,290,-14
16126,4,1.5,40,18
966,1,0.5,290,-20
9676,3,1.0,290,12
14193,4,1.0,125,16
10800,3,1.0,60,-8
3450,1,1.5,35,-8
11410,3,1.5,185,-6
13592,4,0.5,45,-10
13908,4,1.0,325,-8
13504,4,0.5,255,-18
4106,2,0.5,65,2
8157,2,1.5,170,-2
10933,3,1.5,75,6
9713,3,1.0,150,2
9564,3,1.0,55,-2
14337,4,1.0,195,10
15069,4,1.5,280,4
3666,1,1.5,140,4
16184,4,1.5,330,8
743,1,0.5,150,-4
11127,3,1.5,70,16
10126,3,1.0,265,-12
5993,2,1.0,75,-4
8059,2,1.5,330,12
10837,3,1.0,245,-18
11519,3,1.5,80,2
464,1,0.5,55,-16
3610,1,1.5,185,18
1644,1,1.0,105,-8
9597,3,1.0,220,-20
4961,2,0.5,115,-10
14645,4,1.0,110,-4
10209,3,1.0,30,-14
9796,3,1.0,240,0
6859,2,1.5,180,6
4705,2,0.5,135,-18
1756,1,1.0,15,6
844,1,0.5,330,-12
7668,2,1.5,325,-14
2819,1,1.5,130,-10
1538,1,1.0,225,-10
5624,2,1.0,180,14
346,1,0.5,115,0
8726,3,0.5,90,2
1628,1,1.0,25,2
13719,4,1.0,30,-8
7269,2,1.5,280,-14
8349,3,0.5,155,4
7756,2,1.5,115,-6
10505,3,1.0,210,-10
1949,1,1.0,330,14
802,1,0.5,120,-12
2662,1,1.0,320,12
15346,4,1.5,40,12
5492,2,1.0,170,2
8181,2,1.5,290,4
10561,3,1.0,165,18
5584,2,1.0,305,18
15215,4,1.5,35,2
3579,1,1.5,30,-2
10381,3,1.0,240,-6
11508,3,1.5,25,-20
869,1,0.5,130,-4
2872,1,1.5,70,12
11806,3,1.5,215,-12
14934,4,1.0,255,-14
8845,3,0.5,35,-12
3520,1,1.5,60,6
9140,3,0.5,210,-10
3491,1,1.5,240,-10
7448,2,1.5,200,8
8504,3,0.5,280,20
15818,4,1.5,125,-10
15209,4,1.5,330,-10
4533,2,0.5,250,16
7319,2,1.5,205,2
8933,3,0.5,150,-4
8075,2,1.5,85,2
11503,3,1.5,325,12
9269,3,0.5,205,-4
5700,2,1.0,235,-2
10063,3,1.0,275,-12
7226,2,1.5,65,-16
15538,4,1.5,25,18
5911,2,1.0,315,0
2748,1,1.5,100,16
14540,4,1.0,235,-4
1449,1,1.0,105,-20
12161,3,1.5,40,-16
11906,3,1.5,65,20
926,1,0.5,90,-16
13355,4,0.5,160,20
3382,1,1.5,20,-18
7869,2,1.5,30,10
11146,3,1.5,165,12
15014,4,1.0,330,20
16289,4,1.5,205,8
3036,1,1.5,240,4
11226,3,1.5,240,4
10679,3,1.0,105,2
1830,1,1.0,60,-14
5207,2,0.5,45,20
8293,3,0.5,200,18
12877,4,0.5,45,-12
3452,1,1.5,45,-4
3759,1,1.5,280,-20
14137,4,1.0,170,-12
8305,3,0.5,260,0
8464,3,0.5,80,-18
6213,2,1.0,200,16
8270,3,0.5,85,14
11429,3,1.5,280,-10
711,1,0.5,315,16
12557,4,0.5,70,20
9657,3,1.0,195,16
686,1,0.5,190,8
2694,1,1.0,155,-8
5411,2,0.5,90,8
10966,3,1.5,240,-12
15962,4,1.5,195,-16
11016,3,1.5,165,4
5037,2,0.5,170,16
4197,2,0.5,195,16
16168,4,1.5,250,18
15077,4,1.5,320,20
2589,1,1.0,280,-8
842,1,0.5,320,-16
11115,3,1.5,10,-8
9348,3,0.5,275,-14
4284,2,0.5,305,-20
10267,3,1.0,320,18
5545,2,1.0,110,-18
15504,4,1.5,180,-8
387,1,0.5,320,-2
819,1,0.5,205,-20
15106,4,1.5,140,-6
7050,2,1.5,160,10
13595,4,0.5,60,-4
15030,4,1.5,85,10
10035,3,1.0,135,16
10073,3,1.0,325,8
1233,1,0.5,325,10
15406,4,1.5,15,6
5583,2,1.0,300,16
7744,2,1.5,55,12
13724,4,1.0,55,2
6663,2,1.0,175,-8
71,1,0.5,40,-4
4268,2,0.5,225,-10
468,1,0.5,75,-8
4624,2,0.5,55,-12
12199,3,1.5,230,18
1260,1,0.5,135,-20
6017,2,1.0,195,2
14761,4,1.0,40,18
8732,3,0.5,120,14
9685,3,1.0,10,-12
7689,2,1.5,105,-14
6145,2,1.0,185,6
6872,2,1.5,245,-10
11734,3,1.5,180,12
1672,1,1.0,245,6
9409,3,0.5,255,-18
8716,3,0.5,40,-18
12026,3,1.5,15,8
13111,4,0.5,240,-6
2697,1,1.0,170,-2
2297,1,1.0,120,-4
10614,3,1.0,105,-2
12306,4,0.5,115,-20
5293,2,0.5,150,-18
231,1,0.5,190,-20
3915,1,1.5,85,-2
552,1,0.5,170,-8
11291,3,1.5,240,8
10460,3,1.0,310,-16
10048,3,1.0,200,0
15824,4,1.5,155,2
2394,1,1.0,280,-20
363,1,0.5,200,-8
13219,4,0.5,130,0
15024,4,1.5,55,-2
13182,4,0.5,270,10
9068,3,0.5,175,14
11118,3,1.5,25,-2
10839,3,1.0,255,-14
4158,2,0.5,325,-20
367,1,0.5,220,0
12103,3,1.5,75,-6
12158,3,1.5,25,20
3658,1,1.5,100,-12
4035,1,1.5,35,-14
13869,4,1.0,130,-2
13444,4,0.5,280,-12
13589,4,0.5,30,-16
6880,2,1.5,285,6
3276,1,1.5,140,-20
13834,4,1.0,280,12
9153,3,0.5,275,16
13020,4,0.5,110,-20
15495,4,1.5,135,16
7447,2,1.5,195,6
9945,3,1.0,10,4
11997,3,1.5,195,-8
13750,4,1.0,185,12
409,1,0.5,105,0
10852,3,1.0,320,12
14700,4,1.0,60,-20
10076,3,1.0,15,14
414,1,0.5,130,10
10557,3,1.0,145,10
11091,3,1.5,215,-14
2602,1,1.0,20,18
2419,1,1.0,80,-12
1304,1,0.5,30,-16
7242,2,1.5,145,16
12188,3,1.5,175,-4
376,1,0.5,265,18
12701,4,0.5,140,14
10027,3,1.0,95,0
14771,4,1.0,90,-4
10742,3,1.0,95,2
5578,2,1.0,275,6
4904,2,0.5,155,2
2536,1,1.0,15,12
15049,4,1.5,180,6
1071,1,0.5,165,-20
11819,3,1.5,280,14
3598,1,1.5,125,-6
8671,3,0.5,140,18
2751,1,1.5,115,-20
10599,3,1.0,30,10
17,1,0.5,95,14
11750,3,1.5,260,2
12027,3,1.5,20,10
7832,2,1.5,170,20
1957,1,1.0,45,-12
4552,2,0.5,20,12
9643,3,1.0,125,-12
8108,2,1.5,250,-16
4842,2,0.5,170,4
14489,4,1.0,305,20
12151,3,1.5,315,6
9273,3,0.5,225,4
11294,3,1.5,255,14
6709,2,1.0,80,0
13280,4,0.5,110,-4
589,1,0.5,30,-18
14609,4,1.0,255,8
792,1,0.5,70,10
2281,1,1.0,40,6
5741,2,1.0,115,-4
15650,4,1.5,260,-10
13131,4,0.5,15,-8
7552,2,1.5,70,6
15999,4,1.5,55,16
4377,2,0.5,120,-2
2840,1,1.5,235,-10
6755,2,1.0,310,8
4980,2,0.5,210,-14
9554,3,0.5,330,20
9117,3,0.5,95,-14
9486,3,0.5,315,10
4471,2,0.5,265,18
2585,1,1.0,260,-16
12472,4,0.5,295,18
13171,4,0.5,215,-12
16308,4,1.5,300,4
14961,4,1.0,65,-2
445,1,0.5,285,-12
12009,3,1.5,255,16
5260,2,0.5,310,0
8282,3,0.5,145,-4
1040,1,0.5,10,2
8939,3,0.5,180,8
11185,3,1.5,35,6
9548,3,0.5,300,8
8246,3,0.5,290,8
7546,2,1.5,40,-6
6185,2,1.0,60,2
10765,3,1.0,210,6
101,1,0.5,190,14
4410,2,0.5,285,-20
14021,4,1.0,240,8
10887,3,1.0,170,-2
16294,4,1.5,230,18
9132,3,0.5,170,16
8003,2,1.5,50,-16
7676,2,1.5,40,2
2592,1,1.0,295,-2
6288,2,1.0,250,-2
3486,1,1.5,215,-20
433,1,0.5,225,6
9070,3,0.5,185,18
8832,3,0.5,295,4
9777,3,1.0,145,4
4759,2,0.5,80,6
1389,1,1.0,130,-14
13858,4,1.0,75,18
11393,3,1.5,100,2
3235,1,1.5,260,-18
12541,4,0.5,315,-12
15657,4,1.5,295,4
11132,3,1.5,95,-16
3875,1,1.5,210,2
3799,1,1.5,155,18
1326,1,0.5,140,-14
58,1,0.5,300,12
1697,1,1.0,45,14
5663,2,1.0,50,8
8209,3,0.5,105,18
6555,2,1.0,285,-14
5336,2,0.5,40,-16
11280,3,1.5,185,-14
2673,1,1.0,50,-8
15324,4,1.5,255,10
3270,1,1.5,110,10
3052,1,1.5,320,-6
2349,1,1.0,55,16
8375,3,0.5,285,14
8783,3,0.5,50,-10
15994,4,1.5,30,6
8952,3,0.5,245,-8
2167,1,1.0,120,-12
3230,1,1.5,235,14
11107,3,1.5,295,18
9668,3,1.0,250,-4
14459,4,1.0,155,2
4751,2,0.5,40,-10
8497,3,0.5,245,6
1659,1,1.0,180,-20
984,1,0.5,55,16
4328,2,0.5,200,-16
7281,2,1.5,15,10
6362,2,1.0,295,20
10121,3,1.0,240,20
1298,1,0.5,325,14
13469,4,0.5,80,-4
8377,3,0.5,295,18
5688,2,1.0,175,16
9077,3,0.5,220,-10
9909,3,1.0,155,16
9257,3,0.5,145,14
14058,4,1.0,100,-2
14942,4,1.0,295,2
13210,4,0.5,85,-18
6100,2,1.0,285,0
3381,1,1.5,15,-20
8647,3,0.5,20,12
6062,2,1.0,95,8
10785,3,1.0,310,4
5585,2,1.0,310,20
7910,2,1.5,235,8
8977,3,0.5,45,0
5061,2,0.5,290,-20
8954,3,0.5,255,-4
1372,1,1.0,45,-6
2886,1,1.5,140,-2
4610,2,0.5,310,2
14207,4,1.0,195,2
1128,1,0.5,125,10
3718,1,1.5,75,-18
140,1,0.5,60,8
749,1,0.5,180,8
9589,3,1.0,180,6
4881,2,0.5,40,-2
4583,2,0.5,175,-10
13679,4,1.0,155,-4
6171,2,1.0,315,16
10226,3,1.0,115,20
11542,3,1.5,195,6
5879,2,1.0,155,20
9872,3,1.0,295,-16
10784,3,1.0,305,2
9636,3,1.0,90,16
2111,1,1.0,165,2
9936,3,1.0,290,-14
11779,3,1.5,80,18
13963,4,1.0,275,18
4024,1,1.5,305,6
13138,4,0.5,50,6
2936,1,1.5,65,14
3997,1,1.5,170,-6
12827,4,0.5,120,14
15111,4,1.5,165,4
9553,3,0.5,325,18
1087,1,0.5,245,12
9217,3,0.5,270,18
212,1,0.5,95,-16
4033,1,1.5,25,-18
5395,2,0.5,10,18
5757,2,1.0,195,-14
15982,4,1.5,295,-18
15782,4,1.5,270,2
583,1,0.5,325,12
13560,4,0.5,210,10
9755,3,1.0,35,2
15669,4,1.5,30,-14
14802,4,1.0,245,16
1475,1,1.0,235,-10
724,1,0.5,55,0
1037,1,0.5,320,-4
12013,3,1.5,275,-18
7312,2,1.5,170,-12
6745,2,1.0,260,-12
6000,2,1.0,110,10
15492,4,1.5,120,10
11755,3,1.5,285,12
471,1,0.5,90,-2
2189,1,1.0,230,-10
7487,2,1.5,70,2
3406,1,1.5,140,-12
10404,3,1.0,30,-2
3525,1,1.5,85,16
2505,1,1.0,185,-8
15288,4,1.5,75,-20
8138,2,1.5,75,2
14329,4,1.0,155,-6
1961,1,1.0,65,-4
11809,3,1.5,230,-6
11455,3,1.5,85,0
1033,1,0.5,300,-12
6097,2,1.0,270,-6
5005,2,0.5,10,-6
5971,2,1.0,290,-6
14816,4,1.0,315,2
4793,2,0.5,250,-10
10719,3,1.0,305,-2
10233,3,1.0,150,-8
14212,4,1.0,220,12
7519,2,1.5,230,-18
9238,3,0.5,50,18
4819,2,0.5,55,0
4242,2,0.5,95,-20
4191,2,0.5,165,4
5223,2,0.5,125,10
1483,1,1.0,275,6
2582,1,1.0,245,20
9966,3,1.0,115,4
14258,4,1.0,125,20
822,1,0.5,220,-14
12062,3,1.5,195,-4
5962,2,1.0,245,18
7751,2,1.5,90,-16
11102,3,1.5,270,8
7017,2,1.5,320,-14
6061,2,1.0,90,6
12834,4,0.5,155,-14
15268,4,1.5,300,-18
4145,2,0.5,260,-4
12226,3,1.5,40,-12
3138,1,1.5,100,-2
15141,4,1.5,315,-20
5791,2,1.0,40,12
2605,1,1.0,35,-18
9856,3,1.0,215,-6
8113,2,1.5,275,-6
8417,3,0.5,170,14
3391,1,1.5,65,0
8668,3,0.5,125,12
1925,1,1.0,210,8
9822,3,1.0,45,10
9559,3,1.0,30,-12
8323,3,0.5,25,-6
4818,2,0.5,50,-2
4013,1,1.5,250,-16
11408,3,1.5,175,-10
6765,2,1.0,35,-14
6184,2,1.0,55,0
10210,3,1.0,35,-12
14737,4,1.0,245,12
15836,4,1.5,215,-16
8689,3,0.5,230,12
3258,1,1.5,50,-14
1744,1,1.0,280,-18
6769,2,1.0,55,-6
5490,2,1.0,160,-2
2447,1,1.0,220,2
10778,3,1.0,275,-10
3056,1,1.5,15,2
15717,4,1.5,270,-2
8314,3,0.5,305,18
1315,1,0.5,85,6
4124,2,0.5,155,-4
11544,3,1.5,205,10
9402,3,0.5,220,10
13654,4,1.0,30,-12
13852,4,1.0,45,6
298,1,0.5,200,-12
10755,3,1.0,160,-14
1932,1,1.0,245,-20
16005,4,1.5,85,-14
4292,2,0.5,20,-4
7128,2,1.5,225,-2
12542,4,0.5,320,-10
16342,4,1.5,145,-12
5083,2,0.5,75,-18
10738,3,1.0,75,-6
7918,2,1.5,275,-18
11914,3,1.5,105,-6
8834,3,0.5,305,8
1888,1,1.0,25,18
5548,2,1.0,125,-12
9454,3,0.5,155,-12
14215,4,1.0,235,18
14256,4,1.0,115,16
7868,2,1.5,25,8
2743,1,1.5,75,6
8065,2,1.5,35,-18
9330,3,0.5,185,-8
4638,2,0.5,125,16
16194,4,1.5,55,-14
5885,2,1.0,185,-10
1658,1,1.0,175,20
13181,4,0.5,265,8
9995,3,1.0,260,20
5359,2,0.5,155,-12
14451,4,1.0,115,-14
16303,4,1.5,275,-6
602,1,0.5,95,8
14275,4,1.0,210,12
5794,2,1.0,55,18
15948,4,1.5,125,-2
7747,2,1.5,70,18
10069,3,1.0,305,0
858,1,0.5,75,16
13205,4,0.5,60,14
10051,3,1.0,215,6
10874,3,1.0,105,14
7858,2,1.5,300,-12
5935,2,1.0,110,6
13662,4,1.0,70,4
9915,3,1.0,185,-14
11233,3,1.5,275,18
5827,2,1.0,220,0
12186,3,1.5,165,-8
14150,4,1.0,235,14
14981,4,1.0,165,-4
6727,2,1.0,170,-6
921,1,0.5,65,16
6523,2,1.0,125,6
9482,3,0.5,295,2
11417,3,1.5,220,8
7595,2,1.5,285,8
12060,3,1.5,185,-8
15110,4,1.5,160,2
1660,1,1.0,185,-18
9176,3,0.5,65,20
16200,4,1.5,85,-2
12698,4,0.5,125,8
10900,3,1.0,235,-18
10917,3,1.0,320,16
5841,2,1.0,290,-14
87,1,0.5,120,-14
6500,2,1.0,10,2
7230,2,1.5,85,-8
11179,3,1.5,330,-6
12499,4,0.5,105,-12
9034,3,0.5,330,-12
2222,1,1.0,70,14
12398,4,0.5,250,-4
5278,2,0.5,75,-6
3334,1,1.5,105,12
2792,1,1.5,320,20
15549,4,1.5,80,-2
12663,4,0.5,275,-20
2905,1,1.5,235,-6
4431,2,0.5,65,-20
692,1,0.5,220,20
4060,1,1.5,160,-6
10827,3,1.0,195,4
1316,1,0.5,90,8
8883,3,0.5,225,-20
15671,4,1.5,40,-10
1110,1,0.5,35,16
7938,2,1.5,50,-20
11555,3,1.5,260,-10
14054,4,1.0,80,-10
7097,2,1.5,70,20
5984,2,1.0,30,20
13701,4,1.0,265,-2
15057,4,1.5,220,-20
7624,2,1.5,105,-18
7302,2,1.5,120,10
11780,3,1.5,85,20
11648,3,1.5,75,8
13331,4,0.5,40,14
5108,2,0.5,200,-10
13752,4,1.0,195,16
15640,4,1.5,210,12
11309,3,1.5,330,2
1851,1,1.0,165,-14
2367,1,1.0,145,10
15704,4,1.5,205,14
13807,4,1.0,145,0
981,1,0.5,40,10
13084,4,0.5,105,-18
7163,2,1.5,75,-16
6319,2,1.0,80,18
12112,3,1.5,120,12
4796,2,0.5,265,-4
11924,3,1.5,155,14
11069,3,1.5,105,-16
9879,3,1.0,330,-2
11800,3,1.5,185,18
8669,3,0.5,130,14
2821,1,1.5,140,-6
1933,1,1.0,250,-18
1973,1,1.0,125,20
13886,4,1.0,215,-10
2972,1,1.5,245,2
3734,1,1.5,155,14
4900,2,0.5,135,-6
15822,4,1.5,145,-2
9691,3,1.0,40,0
10397,3,1.0,320,-16
741,1,0.5,140,-8
4388,2,0.5,175,20
8684,3,0.5,205,2
6617,2,1.0,270,-16
4438,2,0.5,100,-6
6214,2,1.0,205,18
12189,3,1.5,180,-2
3399,1,1.5,105,16
11063,3,1.5,75,14
5540,2,1.0,85,14
11540,3,1.5,185,2
7143,2,1.5,300,-14
9979,3,1.0,180,-12
6116,2,1.0,40,-10
